aa,0.017870903415924188
aal,0.05805211270513715
aam,0.062057046508991805
aaron,0.036594812255300285
ab,0.02741720037522905
aba,0.025573605270089405
abac,0.03424866091103167
aback,0.03381284791099195
abama,0.030356339712237463
abandon,0.03026698917031103
abas,0.017483797032644695
abb,0.04451216714817632
abba,0.0294928171348657
abbey,0.09847098675190923
abbot,0.05786049341999789
abdomen,0.076888489153585
abduct,0.08088013962466353
abductor,0.0739701291099393
abe,0.11759370993091486
abear,0.17931418560008267
abel,0.020342956656713183
aberdeen,0.0275009523586811
abet,0.0395314822932792
abey,0.035072721232310075
abhor,0.2928600441546657
abigail,0.10850060005770257
abilla,0.11261255736939638
abir,0.11729169936476473
abitibi,0.10252243910553198
abject,0.061401934907825785
abler,0.032816708947480504
ablest,0.1529903045987498
abner,0.029734250084557223
abo,0.027472419651097136
aboard,0.014916742540883685
abolish,0.033411461574535284
abolitionist,0.0242190552731892
aboon,0.031074070275073192
abort,0.03300359209577741
abortionist,0.1680154761219532
abound,0.021884819933560982
aboveboard,0.17694584389254753
aboveground,0.13979305697073519
abox,0.14801569073015458
abracadabra,0.08000511120299342
abrade,0.060198370128929375
abraham,0.09968874100997467
abram,0.13146018237633242
abreast,0.09325520806058224
abroad,0.0956114154082683
abrupt,0.16015812499346782
absaroka,0.04830088681467244
abscess,0.35939592697589423
abscond,0.13748153886077086
absconder,0.14590488037986712
absent,0.311278081956598
absolutist,0.15821052356578263
absorb,0.34521212835171405
absorpt,0.04016610412732486
abstain,0.08360726725163069
abstract,0.06383385702213992
abstractor,0.09762446405336099
absurd,0.0711647540707067
abu,0.1698344035160599
abura,0.1241725749128371
abut,0.02268643305658398
abutilon,0.022414118914600108
abuzz,0.043528505463852604
abysm,0.03314567119005179
abyss,0.04545989793960039
acacia,0.046564808036278105
academical,0.11667338014545048
academician,0.0805278207302256
acadia,0.05656565001227316
acadian,0.07512028128523324
acapu,0.13957287438295934
acapulco,0.07262458476550107
acca,0.16749318318923268
accent,0.08585012569994382
accept,0.10522774310500795
access,0.05283539158223441
accident,0.029388998481236998
accidental,0.034811160472037264
acclaim,0.05163428898857078
accomplish,0.10218120991826934
accord,0.16882763969792974
accordion,0.25415381308662627
accordionist,0.15479801403883595
accost,0.033561653124439185
account,0.06142261201354798
accouter,0.11073963887824803
accredit,0.13307891770531757
accrual,0.13618270275513947
accustom,0.039095820106074174
ace,0.035605767858946806
acer,0.022499448355330885
acerb,0.0680325755275907
ach,0.024447853679631676
achillea,0.02062322320092588
achromasia,0.024952115951893884
acid,0.012863465644070074
acker,0.009289468322808107
ackey,0.00922768130496839
ackman,0.00964225585829743
acknow,0.03115081361058891
acock,0.017331029810783286
acorn,0.1577409890971619
acquaint,0.0825909938424904
acquire,0.02883109157037346
acquist,0.040290570436271524
acquit,0.14545391336582383
acrita,0.1606405913012101
acrobat,0.27136296759731626
acron,0.2521860115287451
acronym,0.2588981393254081
acryl,0.02897715615420057
act,0.034063440748710073
acta,0.06471372597239455
actin,0.12513575399713986
action,0.027865058000048806
activist,0.010351125111389305
acton,0.10443808301864742
actor,0.03886726029471982
actress,0.03857198653280161
actu,0.02834141924266289
actual,0.017722798401278172
acumen,0.011636244624487436
ad,0.05114575666872669
ada,0.017722996926372612
adad,0.025205813111764157
adam,0.024480760540685244
adapt,0.1161288395136113
adaptor,0.10952786313892478
adar,0.11567514863253046
adat,0.044089829888978714
aday,0.01838703167525552
add,0.1564465822587662
addax,0.07172385608653536
addend,0.04181656197758588
addenda,0.04289340349080696
addendum,0.040104995578381854
adder,0.04250802671966353
addict,0.07811385126077673
addisonian,0.06251259733076733
addition,0.15902297990200934
additional,0.21121387386596216
address,0.33348732031039013
ade,0.19956821634573435
adela,0.0304525253506079
adelphi,0.05573685361597341
adenophora,0.0515332621193069
adept,0.05851484867266204
adet,0.030634409671668025
adib,0.07109770813597022
adieu,0.030556648641940402
adirondack,0.0724383548437019
adit,0.07062991595569149
adject,0.09123299945551396
adjoin,0.14458119250149892
adjourn,0.14765160372635427
adjunct,0.055215932173322255
adjust,0.10475631319156828
adlai,0.10199360296136308
adman,0.04110303493216305
admi,0.02426023196465867
administer,0.033001676664976186
admit,0.03080096646679292
admonish,0.11178708956457212
admonitor,0.15249745897593495
ado,0.08490376736137374
adolph,0.2207581019608366
adopt,0.21710023731811068
adorn,0.11536499394689065
adrenalin,0.029622513255786367
adrian,0.03887817774654911
adriana,0.02573695985700637
adrift,0.06106425431833324
adroit,0.06633445205172557
adult,0.030492945478920702
adulter,0.02476359653849884
adulthood,0.07572412462041948
adust,0.030733691991130765
advent,0.1986017286118727
adventist,0.07495348962526178
adventuress,0.11506130144467246
adverb,0.04198266142288547
advert,0.03424376237481709
advisor,0.02413266107449771
ae,0.06965043809457123
aegean,0.026707603702056982
aer,0.04525419267686186
aerial,0.06890280818865788
aero,0.06852887538230977
aerogen,0.07728977671004485
aeronaut,0.12275227560594745
aerophobia,0.12275227560594745
aerosol,0.06841131055905977
aesthetic,0.043412818078361184
aetian,0.019038564758513062
afar,0.10788740048443961
affa,0.18974342232991095
affair,0.05043628402123461
affect,0.11033356415321106
affection,0.22180688585910208
affiant,0.39996192096171246
affidavit,0.08100426424152517
affirm,0.0434796310706673
affix,0.10880089708421467
afflict,0.11959784074946818
affluent,0.10055899909381688
afford,0.3099343856784658
afforest,0.03642364814111934
affreight,0.09063045930479817
affront,0.07242506272119771
afghan,0.06294397301435305
afghani,0.07284377579773428
afield,0.1466040299271577
afloat,0.22908325765986862
afoot,0.13873497802596324
aforesaid,0.15678635461461787
afoul,0.07442972098405473
afraid,0.04298962164861752
afresh,0.04568167470929059
afric,0.06799302346144526
african,0.0883327153450627
afshar,0.16684594364927588
aft,0.1099821821300006
afteract,0.03897066867960857
afterbirth,0.10490673840042511
aftereffect,0.14060825373508248
afterglow,0.03836873911472131
aftergood,0.06673108754816981
aftermath,0.021163845635579926
afternoon,0.11507532663360971
afterschool,0.07476631641261597
aftershock,0.047868911606380744
afterthought,0.139206533673315
afterward,0.39682445219940654
afterwork,0.1120350281534667
afterworld,0.07915491088721223
aga,0.3506721778680366
agamemnon,0.057098556290092584
agatha,0.028820445957216934
agawam,0.09790715482687627
age,0.08584024455445681
ageless,0.06747004189148353
agen,0.04821773838388836
agenda,0.03344658811481225
agent,0.11582278494019285
ager,0.17848483123429698
agger,0.0879997062343166
aggress,0.1634098497986693
aggressor,0.12175326478562448
aggroup,0.13049424480821512
agha,0.38761714916800544
aghast,0.08814653256357098
agio,0.02894111962233326
agitprop,0.03706952351472578
aglet,0.22669952914056038
